secID,ticker,secShortName,cnSpell,exchangeCD,assetClass,listStatusCD,listDate,transCurrCD,ISIN,partyID
300030.XSHE,300030,阳普医疗,YPYL,XSHE,E,L,2009-12-25,CNY,CNE100000JL3,36216.0
300031.XSHE,300031,宝通带业,BTDY,XSHE,E,L,2009-12-25,CNY,CNE100000JD0,36115.0
300032.XSHE,300032,金龙机电,JLJD,XSHE,E,L,2009-12-25,CNY,CNE100000JF5,36168.0
300033.XSHE,300033,同花顺,THS,XSHE,E,L,2009-12-25,CNY,CNE100000JG3,35378.0
300034.XSHE,300034,钢研高纳,GYGN,XSHE,E,L,2009-12-25,CNY,CNE100000JH1,36167.0
300035.XSHE,300035,中科电气,ZKDQ,XSHE,E,L,2009-12-25,CNY,CNE100000JJ7,36213.0
300036.XSHE,300036,超图软件,CTRJ,XSHE,E,L,2009-12-25,CNY,CNE100000JK5,36215.0
300037.XSHE,300037,新宙邦,XZB,XSHE,E,L,2010-01-08,CNY,CNE100000K15,36256.0
300038.XSHE,300038,梅泰诺,MTN,XSHE,E,L,2010-01-08,CNY,CNE100000K07,36254.0
300039.XSHE,300039,上海凯宝,SHKB,XSHE,E,L,2010-01-08,CNY,CNE100000JZ3,36299.0
300040.XSHE,300040,九洲电气,JZDQ,XSHE,E,L,2010-01-08,CNY,CNE100000JY6,36292.0
300041.XSHE,300041,回天新材,HTXC,XSHE,E,L,2010-01-08,CNY,CNE100000JX8,36253.0
300042.XSHE,300042,朗科科技,LKKJ,XSHE,E,L,2010-01-08,CNY,CNE100000JW0,36338.0
300043.XSHE,300043,互动娱乐,HDYL,XSHE,E,L,2010-01-20,CNY,CNE100000KN7,36384.0
300044.XSHE,300044,赛为智能,SWZN,XSHE,E,L,2010-01-20,CNY,CNE100000KM9,36382.0
300045.XSHE,300045,华力创通,HLCT,XSHE,E,L,2010-01-20,CNY,CNE100000KL1,36339.0
300046.XSHE,300046,台基股份,TJGF,XSHE,E,L,2010-01-20,CNY,CNE100000KK3,36383.0
300047.XSHE,300047,天源迪科,TYDK,XSHE,E,L,2010-01-20,CNY,CNE100000KJ5,36341.0
300048.XSHE,300048,合康变频,HKBP,XSHE,E,L,2010-01-20,CNY,CNE100000KH9,36343.0
300049.XSHE,300049,福瑞股份,FRGF,XSHE,E,L,2010-01-20,CNY,CNE100000KG1,36340.0
300050.XSHE,300050,世纪鼎利,SJDL,XSHE,E,L,2010-01-20,CNY,CNE100000KF3,36381.0
300051.XSHE,300051,三五互联,SWHL,XSHE,E,L,2010-02-11,CNY,CNE100000LJ3,36444.0
300052.XSHE,300052,中青宝,ZQB,XSHE,E,L,2010-02-11,CNY,CNE100000LK1,36453.0
300053.XSHE,300053,欧比特,OBT,XSHE,E,L,2010-02-11,CNY,CNE100000LL9,36569.0
300054.XSHE,300054,鼎龙股份,DLGF,XSHE,E,L,2010-02-11,CNY,CNE100000LM7,36454.0
300055.XSHE,300055,万邦达,WBD,XSHE,E,L,2010-02-26,CNY,CNE100000LR6,36571.0
300056.XSHE,300056,三维丝,SWS,XSHE,E,L,2010-02-26,CNY,CNE100000LS4,36572.0
300057.XSHE,300057,万顺股份,WSGF,XSHE,E,L,2010-02-26,CNY,CNE100000LT2,36570.0
300058.XSHE,300058,蓝色光标,LSGB,XSHE,E,L,2010-02-26,CNY,CNE100000LV8,36573.0
300059.XSHE,300059,东方财富,DFCF,XSHE,E,L,2010-03-19,CNY,CNE100000MD4,36796.0
300061.XSHE,300061,康耐特,KNT,XSHE,E,L,2010-03-19,CNY,CNE100000MC6,36853.0
300062.XSHE,300062,中能电气,ZNDQ,XSHE,E,L,2010-03-19,CNY,CNE100000MB8,36872.0
300063.XSHE,300063,天龙集团,TLJT,XSHE,E,L,2010-03-26,CNY,CNE100000MS2,36905.0
300064.XSHE,300064,豫金刚石,YJGS,XSHE,E,L,2010-03-26,CNY,CNE100000MR4,36907.0
300065.XSHE,300065,海兰信,HLX,XSHE,E,L,2010-03-26,CNY,CNE100000MQ6,36906.0
300066.XSHE,300066,三川股份,SCGF,XSHE,E,L,2010-03-26,CNY,CNE100000MP8,36874.0
300067.XSHE,300067,安诺其,ANQ,XSHE,E,L,2010-04-21,CNY,CNE100000ND2,37137.0
300068.XSHE,300068,南都电源,NDDY,XSHE,E,L,2010-04-21,CNY,CNE100000NC4,36908.0
300069.XSHE,300069,金利华电,JLHD,XSHE,E,L,2010-04-21,CNY,CNE100000NB6,37136.0
300070.XSHE,300070,碧水源,BSY,XSHE,E,L,2010-04-21,CNY,CNE100000N95,37101.0
300071.XSHE,300071,华谊嘉信,HYJX,XSHE,E,L,2010-04-21,CNY,CNE100000N87,35369.0
300072.XSHE,300072,三聚环保,SJHB,XSHE,E,L,2010-04-27,CNY,CNE100000NP6,37134.0
300073.XSHE,300073,当升科技,DSKJ,XSHE,E,L,2010-04-27,CNY,CNE100000NN1,37100.0
300074.XSHE,300074,华平股份,HPGF,XSHE,E,L,2010-04-27,CNY,CNE100000NM3,37223.0
300075.XSHE,300075,数字政通,SZZT,XSHE,E,L,2010-04-27,CNY,CNE100000NL5,37206.0
300076.XSHE,300076,GQY视讯,GQYSX,XSHE,E,L,2010-04-30,CNY,CNE100000NS0,37133.0
300077.XSHE,300077,国民技术,GMJS,XSHE,E,L,2010-04-30,CNY,CNE100000NT8,33324.0
300078.XSHE,300078,思创医惠,SCYH,XSHE,E,L,2010-04-30,CNY,CNE100000NV4,37222.0
300079.XSHE,300079,数码视讯,SMSX,XSHE,E,L,2010-04-30,CNY,CNE100000NW2,37224.0
300080.XSHE,300080,新大新材,XDXC,XSHE,E,L,2010-06-25,CNY,CNE100000QK0,37202.0
300081.XSHE,300081,恒信移动,HXYD,XSHE,E,L,2010-05-20,CNY,CNE100000PB1,37421.0
300082.XSHE,300082,奥克股份,AKGF,XSHE,E,L,2010-05-20,CNY,CNE100000PC9,37287.0
300083.XSHE,300083,劲胜精密,JSJM,XSHE,E,L,2010-05-20,CNY,CNE100000PD7,37225.0
300084.XSHE,300084,海默科技,HMKJ,XSHE,E,L,2010-05-20,CNY,CNE100000PF2,37367.0
300085.XSHE,300085,银之杰,YZJ,XSHE,E,L,2010-05-26,CNY,CNE100000QL8,37537.0
300086.XSHE,300086,康芝药业,KZYY,XSHE,E,L,2010-05-26,CNY,CNE100000QM6,37375.0
300087.XSHE,300087,荃银高科,QYGK,XSHE,E,L,2010-05-26,CNY,CNE100000QN4,36873.0
300088.XSHE,300088,长信科技,CXKJ,XSHE,E,L,2010-05-26,CNY,CNE100000QP9,37499.0
300089.XSHE,300089,文化长城,WHCC,XSHE,E,L,2010-06-25,CNY,CNE100000QT1,37629.0
300090.XSHE,300090,盛运环保,SYHB,XSHE,E,L,2010-06-25,CNY,CNE100000QV7,37500.0
300091.XSHE,300091,金通灵,JTL,XSHE,E,L,2010-06-25,CNY,CNE100000QW5,37420.0
300092.XSHE,300092,科新机电,KXJD,XSHE,E,L,2010-07-08,CNY,CNE100000R83,38008.0
300093.XSHE,300093,金刚玻璃,JGBL,XSHE,E,L,2010-07-08,CNY,CNE100000R91,37597.0
300094.XSHE,300094,国联水产,GLSC,XSHE,E,L,2010-07-08,CNY,CNE100000RB7,37628.0
300095.XSHE,300095,华伍股份,HWGF,XSHE,E,L,2010-07-28,CNY,CNE100000RY9,37851.0
300096.XSHE,300096,易联众,YLZ,XSHE,E,L,2010-07-28,CNY,CNE100000RZ6,37501.0
300097.XSHE,300097,智云股份,ZYGF,XSHE,E,L,2010-07-28,CNY,CNE100000S09,37557.0
300098.XSHE,300098,高新兴,GXX,XSHE,E,L,2010-07-28,CNY,CNE100000S17,36871.0
300099.XSHE,300099,尤洛卡,YLK,XSHE,E,L,2010-08-06,CNY,CNE100000S82,37596.0
300100.XSHE,300100,双林股份,SLGF,XSHE,E,L,2010-08-06,CNY,CNE100000S90,38009.0
300101.XSHE,300101,振芯科技,ZXKJ,XSHE,E,L,2010-08-06,CNY,CNE100000SB5,37376.0
300102.XSHE,300102,乾照光电,QZGD,XSHE,E,L,2010-08-12,CNY,CNE100000SG4,38020.0
300103.XSHE,300103,达刚路机,DGLJ,XSHE,E,L,2010-08-12,CNY,CNE100000SH2,38019.0
300104.XSHE,300104,乐视网,LSW,XSHE,E,L,2010-08-12,CNY,CNE100000SJ8,38066.0
300105.XSHE,300105,龙源技术,LYJS,XSHE,E,L,2010-08-20,CNY,CNE100000SQ3,37135.0
300106.XSHE,300106,西部牧业,XBMY,XSHE,E,L,2010-08-20,CNY,CNE100000SR1,38122.0
300107.XSHE,300107,建新股份,JXGF,XSHE,E,L,2010-08-20,CNY,CNE100000SS9,38108.0
300108.XSHE,300108,双龙股份,SLGF,XSHE,E,L,2010-08-25,CNY,CNE100000ST7,38187.0
300109.XSHE,300109,新开源,XKY,XSHE,E,L,2010-08-25,CNY,CNE100000SV3,38179.0
300110.XSHE,300110,华仁药业,HRYY,XSHE,E,L,2010-08-25,CNY,CNE100000SW1,38067.0
300111.XSHE,300111,向日葵,XRK,XSHE,E,L,2010-08-27,CNY,CNE100000SX9,38180.0
300112.XSHE,300112,万讯自控,WXZK,XSHE,E,L,2010-08-27,CNY,CNE100000SY7,38126.0
300113.XSHE,300113,顺网科技,SWKJ,XSHE,E,L,2010-08-27,CNY,CNE100000SZ4,38125.0
300114.XSHE,300114,中航电测,ZHDC,XSHE,E,L,2010-08-27,CNY,CNE100000T08,30158.0
300115.XSHE,300115,长盈精密,CYJM,XSHE,E,L,2010-09-02,CNY,CNE100000T40,38186.0
300116.XSHE,300116,坚瑞消防,JRXF,XSHE,E,L,2010-09-02,CNY,CNE100000T57,38178.0
300117.XSHE,300117,嘉寓股份,JYGF,XSHE,E,L,2010-09-02,CNY,CNE100000T65,37034.0
300118.XSHE,300118,东方日升,DFRS,XSHE,E,L,2010-09-02,CNY,CNE100000T73,38167.0
300119.XSHE,300119,瑞普生物,RPSW,XSHE,E,L,2010-09-17,CNY,CNE100000TV1,38328.0
300120.XSHE,300120,经纬电材,JWDC,XSHE,E,L,2010-09-17,CNY,CNE100000TT5,38244.0
300121.XSHE,300121,阳谷华泰,YGHT,XSHE,E,L,2010-09-17,CNY,CNE100000TS7,38327.0
300122.XSHE,300122,智飞生物,ZFSW,XSHE,E,L,2010-09-28,CNY,CNE100000V20,38400.0
300123.XSHE,300123,太阳鸟,TYN,XSHE,E,L,2010-09-28,CNY,CNE100000V38,38401.0
300124.XSHE,300124,汇川技术,HCJS,XSHE,E,L,2010-09-28,CNY,CNE100000V46,37630.0
300125.XSHE,300125,易世达,YSD,XSHE,E,L,2010-10-13,CNY,CNE100000VB9,38353.0
300126.XSHE,300126,锐奇股份,RQGF,XSHE,E,L,2010-10-13,CNY,CNE100000VC7,38055.0
300127.XSHE,300127,银河磁体,YHCT,XSHE,E,L,2010-10-13,CNY,CNE100000VD5,38575.0
300128.XSHE,300128,锦富新材,JFXC,XSHE,E,L,2010-10-13,CNY,CNE100000VF0,38245.0
300129.XSHE,300129,泰胜风能,TSFN,XSHE,E,L,2010-10-19,CNY,CNE100000VK0,38166.0
300130.XSHE,300130,新国都,XGD,XSHE,E,L,2010-10-19,CNY,CNE100000VL8,38666.0
300131.XSHE,300131,英唐智控,YTZK,XSHE,E,L,2010-10-19,CNY,CNE100000VM6,38712.0
300132.XSHE,300132,青松股份,QSGF,XSHE,E,L,2010-10-26,CNY,CNE100000VW5,38723.0
300133.XSHE,300133,华策影视,HCYS,XSHE,E,L,2010-10-26,CNY,CNE100000VX3,38165.0
300134.XSHE,300134,大富科技,DFKJ,XSHE,E,L,2010-10-26,CNY,CNE100000VY1,38667.0
300135.XSHE,300135,宝利国际,BLGJ,XSHE,E,L,2010-10-26,CNY,CNE100000VZ8,38668.0
300136.XSHE,300136,信维通信,XWTX,XSHE,E,L,2010-11-05,CNY,CNE100000W94,38888.0
300137.XSHE,300137,先河环保,XHHB,XSHE,E,L,2010-11-05,CNY,CNE100000WB7,38724.0
300138.XSHE,300138,晨光生物,CGSW,XSHE,E,L,2010-11-05,CNY,CNE100000WC5,37567.0
300139.XSHE,300139,晓程科技,XCKJ,XSHE,E,L,2010-11-12,CNY,CNE100000WK8,36116.0
300140.XSHE,300140,启源装备,QYZB,XSHE,E,L,2010-11-12,CNY,CNE100000WL6,39211.0
300141.XSHE,300141,和顺电气,HSDQ,XSHE,E,L,2010-11-12,CNY,CNE100000WM4,39210.0
300142.XSHE,300142,沃森生物,WSSW,XSHE,E,L,2010-11-12,CNY,CNE100000WN2,38989.0
300143.XSHE,300143,星河生物,XHSW,XSHE,E,L,2010-12-09,CNY,CNE100000XF6,37319.0
300144.XSHE,300144,宋城演艺,SCGF,XSHE,E,L,2010-12-09,CNY,CNE100000XG4,39367.0
300145.XSHE,300145,南方泵业,NFBY,XSHE,E,L,2010-12-09,CNY,CNE100000XH2,39479.0
300146.XSHE,300146,汤臣倍健,TCBJ,XSHE,E,L,2010-12-15,CNY,CNE100000Y84,39617.0
300147.XSHE,300147,香雪制药,XXZY,XSHE,E,L,2010-12-15,CNY,CNE100000Y92,39729.0
300148.XSHE,300148,天舟文化,TZWH,XSHE,E,L,2010-12-15,CNY,CNE100000YB3,39480.0
300149.XSHE,300149,量子高科,LZGK,XSHE,E,L,2010-12-22,CNY,CNE100000Y27,39618.0
300150.XSHE,300150,世纪瑞尔,SJRE,XSHE,E,L,2010-12-22,CNY,CNE000001MP7,1935.0
300151.XSHE,300151,昌红科技,CHKJ,XSHE,E,L,2010-12-22,CNY,CNE100000Y35,39694.0
300152.XSHE,300152,科融环境,KRHJ,XSHE,E,L,2010-12-29,CNY,CNE100000YC1,37691.0
300153.XSHE,300153,科泰电源,KTDY,XSHE,E,L,2010-12-29,CNY,CNE100000YD9,39731.0
300154.XSHE,300154,瑞凌股份,RLGF,XSHE,E,L,2010-12-29,CNY,CNE100000YF4,39260.0
300155.XSHE,300155,安居宝,AJB,XSHE,E,L,2011-01-07,CNY,CNE100000YN8,39693.0
300156.XSHE,300156,神雾环保,TLHB,XSHE,E,L,2011-01-07,CNY,CNE100000YP3,38185.0
300157.XSHE,300157,恒泰艾普,HTAP,XSHE,E,L,2011-01-07,CNY,CNE100000YQ1,39572.0
300158.XSHE,300158,振东制药,ZDZY,XSHE,E,L,2011-01-07,CNY,CNE100000YR9,39500.0
300159.XSHE,300159,新研股份,XYGF,XSHE,E,L,2011-01-07,CNY,CNE100000YS7,39873.0
300160.XSHE,300160,秀强股份,XQGF,XSHE,E,L,2011-01-13,CNY,CNE100000YZ2,39890.0
300161.XSHE,300161,华中数控,HZSK,XSHE,E,L,2011-01-13,CNY,CNE100000Z00,30193.0
300162.XSHE,300162,雷曼股份,LMGF,XSHE,E,L,2011-01-13,CNY,CNE100000Z18,39782.0
300163.XSHE,300163,先锋新材,XFXC,XSHE,E,L,2011-01-13,CNY,CNE100000Z26,39889.0
300164.XSHE,300164,通源石油,TYSY,XSHE,E,L,2011-01-13,CNY,CNE100000Z34,39444.0
300165.XSHE,300165,天瑞仪器,TRYQ,XSHE,E,L,2011-01-25,CNY,CNE100000Z91,39874.0
300166.XSHE,300166,东方国信,DFGX,XSHE,E,L,2011-01-25,CNY,CNE100000ZB0,39958.0
300167.XSHE,300167,迪威视讯,DWSX,XSHE,E,L,2011-01-25,CNY,CNE100000ZC8,39959.0
300168.XSHE,300168,万达信息,WDXX,XSHE,E,L,2011-01-25,CNY,CNE100000ZD6,39499.0
300169.XSHE,300169,天晟新材,TSXC,XSHE,E,L,2011-01-25,CNY,CNE100000ZF1,39781.0
300170.XSHE,300170,汉得信息,HDXX,XSHE,E,L,2011-02-01,CNY,CNE100000ZQ8,39955.0
300171.XSHE,300171,东富龙,DFL,XSHE,E,L,2011-02-01,CNY,CNE100000ZP0,39981.0
300172.XSHE,300172,中电环保,ZDHB,XSHE,E,L,2011-02-01,CNY,CNE100000ZN5,39980.0
300173.XSHE,300173,智慧松德,ZHSD,XSHE,E,L,2011-02-01,CNY,CNE100000ZW6,38068.0
300174.XSHE,300174,元力股份,YLGF,XSHE,E,L,2011-02-01,CNY,CNE100000ZM7,39957.0
300175.XSHE,300175,朗源股份,LYGF,XSHE,E,L,2011-02-15,CNY,CNE100000ZZ9,39983.0
300176.XSHE,300176,鸿特精密,HTJM,XSHE,E,L,2011-02-15,CNY,CNE100001005,40122.0
300177.XSHE,300177,中海达,ZHD,XSHE,E,L,2011-02-15,CNY,CNE100001039,40120.0
300178.XSHE,300178,腾邦国际,TBGJ,XSHE,E,L,2011-02-15,CNY,CNE100001013,40121.0
300179.XSHE,300179,四方达,SFD,XSHE,E,L,2011-02-15,CNY,CNE100001021,37556.0
300180.XSHE,300180,华峰超纤,HFCX,XSHE,E,L,2011-02-22,CNY,CNE100001088,39984.0
300181.XSHE,300181,佐力药业,ZLYY,XSHE,E,L,2011-02-22,CNY,CNE100001096,40139.0
300182.XSHE,300182,捷成股份,JCGF,XSHE,E,L,2011-02-22,CNY,CNE1000010B7,40219.0
300183.XSHE,300183,东软载波,DRZB,XSHE,E,L,2011-02-22,CNY,CNE1000010C5,40201.0
300184.XSHE,300184,力源信息,LYXX,XSHE,E,L,2011-02-22,CNY,CNE1000010D3,40220.0
300185.XSHE,300185,通裕重工,TYZG,XSHE,E,L,2011-03-08,CNY,CNE100001179,40412.0
300187.XSHE,300187,永清环保,YQHB,XSHE,E,L,2011-03-08,CNY,CNE100001195,40410.0
300188.XSHE,300188,美亚柏科,MYBK,XSHE,E,L,2011-03-16,CNY,CNE100001120,40393.0
300189.XSHE,300189,神农基因,SNJY,XSHE,E,L,2011-03-16,CNY,CNE100001138,11804.0
300190.XSHE,300190,维尔利,WEL,XSHE,E,L,2011-03-16,CNY,CNE100001146,40511.0
300191.XSHE,300191,潜能恒信,QNHX,XSHE,E,L,2011-03-16,CNY,CNE100001153,39872.0
300192.XSHE,300192,科斯伍德,KSWD,XSHE,E,L,2011-03-22,CNY,CNE1000011D1,40702.0
300193.XSHE,300193,佳士科技,JSKJ,XSHE,E,L,2011-03-22,CNY,CNE1000011F6,40200.0
300194.XSHE,300194,福安药业,FAYY,XSHE,E,L,2011-03-22,CNY,CNE1000011G4,39982.0
300195.XSHE,300195,长荣股份,CRGF,XSHE,E,L,2011-03-29,CNY,CNE1000011L4,40394.0
300196.XSHE,300196,长海股份,CHGF,XSHE,E,L,2011-03-29,CNY,CNE1000011M2,40409.0
300197.XSHE,300197,铁汉生态,THST,XSHE,E,L,2011-03-29,CNY,CNE1000011N0,40202.0
300198.XSHE,300198,纳川股份,NCGF,XSHE,E,L,2011-04-07,CNY,CNE1000011S9,40392.0
300199.XSHE,300199,翰宇药业,HYYY,XSHE,E,L,2011-04-07,CNY,CNE1000011T7,40748.0
300200.XSHE,300200,高盟新材,GMXC,XSHE,E,L,2011-04-07,CNY,CNE1000011V3,40749.0
300201.XSHE,300201,海伦哲,HLZ,XSHE,E,L,2011-04-07,CNY,CNE1000011W1,42474.0
300202.XSHE,300202,聚龙股份,JLGF,XSHE,E,L,2011-04-15,CNY,CNE100001211,43224.0
300203.XSHE,300203,聚光科技,JGKJ,XSHE,E,L,2011-04-15,CNY,CNE100001229,40301.0
300204.XSHE,300204,舒泰神,STS,XSHE,E,L,2011-04-15,CNY,CNE100001237,40744.0
300205.XSHE,300205,天喻信息,TYXX,XSHE,E,L,2011-04-21,CNY,CNE100001245,40390.0
300206.XSHE,300206,理邦仪器,LBYQ,XSHE,E,L,2011-04-21,CNY,CNE100001252,43225.0
300207.XSHE,300207,欣旺达,XWD,XSHE,E,L,2011-04-21,CNY,CNE100001260,43725.0
300208.XSHE,300208,恒顺众昇,HSZS,XSHE,E,L,2011-04-26,CNY,CNE1000012C1,43232.0
300209.XSHE,300209,天泽信息,TZXX,XSHE,E,L,2011-04-26,CNY,CNE1000012D9,43233.0
300210.XSHE,300210,森远股份,SYGF,XSHE,E,L,2011-04-26,CNY,CNE1000012F4,43231.0
300211.XSHE,300211,亿通科技,YTKJ,XSHE,E,L,2011-05-05,CNY,CNE1000012L2,40701.0
300212.XSHE,300212,易华录,YHL,XSHE,E,L,2011-05-05,CNY,CNE1000012M0,43735.0
300213.XSHE,300213,佳讯飞鸿,JXFH,XSHE,E,L,2011-05-05,CNY,CNE1000012N8,31318.0
300214.XSHE,300214,日科化学,RKHX,XSHE,E,L,2011-05-11,CNY,CNE1000012T5,40743.0
300215.XSHE,300215,电科院,DKY,XSHE,E,L,2011-05-11,CNY,CNE1000012V1,45694.0
300216.XSHE,300216,千山药机,QSYJ,XSHE,E,L,2011-05-11,CNY,CNE1000012W9,40199.0
300217.XSHE,300217,东方电热,DFDR,XSHE,E,L,2011-05-18,CNY,CNE100001302,45779.0
300218.XSHE,300218,安利股份,ALGF,XSHE,E,L,2011-05-18,CNY,CNE100001310,45010.0
300219.XSHE,300219,鸿利光电,HLGD,XSHE,E,L,2011-05-18,CNY,CNE100001328,45696.0
300220.XSHE,300220,金运激光,JYJG,XSHE,E,L,2011-05-25,CNY,CNE100001344,40391.0
300221.XSHE,300221,银禧科技,YXKJ,XSHE,E,L,2011-05-25,CNY,CNE100001351,45852.0
300222.XSHE,300222,科大智能,KDZN,XSHE,E,L,2011-05-25,CNY,CNE100001369,45778.0
300223.XSHE,300223,北京君正,BJJZ,XSHE,E,L,2011-05-31,CNY,CNE100001377,39875.0
300224.XSHE,300224,正海磁材,ZHCC,XSHE,E,L,2011-05-31,CNY,CNE100001385,46395.0
300225.XSHE,300225,金力泰,JLT,XSHE,E,L,2011-05-31,CNY,CNE100001393,45627.0
300226.XSHE,300226,上海钢联,SHGL,XSHE,E,L,2011-06-08,CNY,CNE1000013Q9,41191.0
300227.XSHE,300227,光韵达,GYD,XSHE,E,L,2011-06-08,CNY,CNE1000013R7,46394.0
300228.XSHE,300228,富瑞特装,FRTZ,XSHE,E,L,2011-06-08,CNY,CNE1000013S5,46396.0
300229.XSHE,300229,拓尔思,TES,XSHE,E,L,2011-06-15,CNY,CNE100001401,40313.0
300230.XSHE,300230,永利带业,YLDY,XSHE,E,L,2011-06-15,CNY,CNE100001419,46836.0
300231.XSHE,300231,银信科技,YXKJ,XSHE,E,L,2011-06-15,CNY,CNE100001427,46392.0
300232.XSHE,300232,洲明科技,ZMKJ,XSHE,E,L,2011-06-22,CNY,CNE100001518,46837.0
300233.XSHE,300233,金城医药,JCYY,XSHE,E,L,2011-06-22,CNY,CNE100001500,47001.0
300234.XSHE,300234,开尔新材,KEXC,XSHE,E,L,2011-06-22,CNY,CNE1000014Z8,46838.0
300235.XSHE,300235,方直科技,FZKJ,XSHE,E,L,2011-06-29,CNY,CNE100001559,37366.0
300236.XSHE,300236,上海新阳,SHXY,XSHE,E,L,2011-06-29,CNY,CNE100001542,47002.0
300237.XSHE,300237,美晨科技,MCKJ,XSHE,E,L,2011-06-29,CNY,CNE100001534,47003.0
300238.XSHE,300238,冠昊生物,GHSW,XSHE,E,L,2011-07-06,CNY,CNE100001575,37374.0
300239.XSHE,300239,东宝生物,DBSW,XSHE,E,L,2011-07-06,CNY,CNE100001583,48270.0
300240.XSHE,300240,飞力达,FLD,XSHE,E,L,2011-07-06,CNY,CNE100001591,46506.0
300241.XSHE,300241,瑞丰光电,RFGD,XSHE,E,L,2011-07-12,CNY,CNE1000015G5,49271.0
300242.XSHE,300242,明家科技,MJKJ,XSHE,E,L,2011-07-12,CNY,CNE1000015H3,49269.0
300243.XSHE,300243,瑞丰高材,RFGC,XSHE,E,L,2011-07-12,CNY,CNE1000015J9,49858.0
300244.XSHE,300244,迪安诊断,DAZD,XSHE,E,L,2011-07-19,CNY,CNE1000015N1,49859.0
300245.XSHE,300245,天玑科技,TJKJ,XSHE,E,L,2011-07-19,CNY,CNE1000015P6,37853.0
300246.XSHE,300246,宝莱特,BLT,XSHE,E,L,2011-07-19,CNY,CNE1000015Q4,50901.0
300247.XSHE,300247,乐金健康,LJJK,XSHE,E,L,2011-07-29,CNY,CNE1000015V4,36214.0
300248.XSHE,300248,新开普,XKP,XSHE,E,L,2011-07-29,CNY,CNE1000015W2,50899.0
300249.XSHE,300249,依米康,YMK,XSHE,E,L,2011-08-03,CNY,CNE1000015Z5,46505.0
300250.XSHE,300250,初灵信息,CLXX,XSHE,E,L,2011-08-03,CNY,CNE100001609,50900.0
300251.XSHE,300251,光线传媒,GXCM,XSHE,E,L,2011-08-03,CNY,CNE100001617,51522.0
300252.XSHE,300252,金信诺,JXN,XSHE,E,L,2011-08-18,CNY,CNE1000016G3,52474.0
300253.XSHE,300253,卫宁软件,WNRJ,XSHE,E,L,2011-08-18,CNY,CNE1000016F5,37626.0
300254.XSHE,300254,仟源医药,QYYY,XSHE,E,L,2011-08-19,CNY,CNE1000016D0,51932.0
300255.XSHE,300255,常山药业,CSYY,XSHE,E,L,2011-08-19,CNY,CNE1000016C2,52093.0
300256.XSHE,300256,星星科技,XXKJ,XSHE,E,L,2011-08-19,CNY,CNE1000016B4,51933.0
300257.XSHE,300257,开山股份,KSGF,XSHE,E,L,2011-08-19,CNY,CNE100001690,45695.0
300258.XSHE,300258,精锻科技,JDKJ,XSHE,E,L,2011-08-26,CNY,CNE1000016K5,49270.0
300259.XSHE,300259,新天科技,XTKJ,XSHE,E,L,2011-08-31,CNY,CNE1000016P4,52992.0
300260.XSHE,300260,新莱应材,XLYC,XSHE,E,L,2011-09-06,CNY,CNE1000016R0,52473.0
300261.XSHE,300261,雅本化学,YBHX,XSHE,E,L,2011-09-06,CNY,CNE1000016S8,53660.0
300262.XSHE,300262,巴安水务,BASW,XSHE,E,L,2011-09-16,CNY,CNE100001724,54220.0
300263.XSHE,300263,隆华节能,LHJN,XSHE,E,L,2011-09-16,CNY,CNE100001716,54078.0
300264.XSHE,300264,佳创视讯,JCSX,XSHE,E,L,2011-09-16,CNY,CNE1000016W0,36455.0
300265.XSHE,300265,通光线缆,TGXL,XSHE,E,L,2011-09-16,CNY,CNE100001708,52990.0
300266.XSHE,300266,兴源环境,XYHJ,XSHE,E,L,2011-09-27,CNY,CNE100001773,54756.0
300267.XSHE,300267,尔康制药,EKZY,XSHE,E,L,2011-09-27,CNY,CNE100001781,52991.0
300268.XSHE,300268,万福生科,WFSK,XSHE,E,L,2011-09-27,CNY,CNE100001799,54077.0
300269.XSHE,300269,联建光电,LJGD,XSHE,E,L,2011-10-12,CNY,CNE1000018Z9,53658.0
300270.XSHE,300270,中威电子,ZWDZ,XSHE,E,L,2011-10-12,CNY,CNE100001906,54221.0
300271.XSHE,300271,华宇软件,HYRJ,XSHE,E,L,2011-10-26,CNY,CNE000001QM5,2112.0
300272.XSHE,300272,开能环保,KNHB,XSHE,E,L,2011-11-02,CNY,CNE1000018L9,37498.0
300273.XSHE,300273,和佳股份,HJGF,XSHE,E,L,2011-10-26,CNY,CNE1000018K1,53659.0
300274.XSHE,300274,阳光电源,YGDY,XSHE,E,L,2011-11-02,CNY,CNE1000018M7,55713.0
300275.XSHE,300275,梅安森,MAS,XSHE,E,L,2011-11-02,CNY,CNE1000018N5,56290.0
300276.XSHE,300276,三丰智能,SFZN,XSHE,E,L,2011-11-15,CNY,CNE100001963,58430.0
300277.XSHE,300277,海联讯,HLX,XSHE,E,L,2011-11-23,CNY,CNE100001997,36443.0
300278.XSHE,300278,华昌达,HCD,XSHE,E,L,2011-12-16,CNY,CNE1000019N3,57982.0
300279.XSHE,300279,和晶科技,HJKJ,XSHE,E,L,2011-12-29,CNY,CNE100001B15,60957.0
300280.XSHE,300280,南通锻压,NTDY,XSHE,E,L,2011-12-29,CNY,CNE100001B23,58431.0
300281.XSHE,300281,金明精机,JMJJ,XSHE,E,L,2011-12-29,CNY,CNE100001B31,61174.0
300282.XSHE,300282,汇冠股份,HGGF,XSHE,E,L,2011-12-29,CNY,CNE100001B49,43223.0
