secID,ticker,secShortName,cnSpell,exchangeCD,assetClass,listStatusCD,listDate,transCurrCD,ISIN,partyID
000705.XSHE,000705,浙江震元,ZJZY,XSHE,E,L,1997-04-10,CNY,CNE0000007L4,289.0
000707.XSHE,000707,双环科技,SHKJ,XSHE,E,L,1997-04-15,CNY,CNE0000007M2,290.0
000708.XSHE,000708,大冶特钢,DYTG,XSHE,E,L,1997-03-26,CNY,CNE0000008J6,291.0
000709.XSHE,000709,河北钢铁,HBGT,XSHE,E,L,1997-04-16,CNY,CNE000000H20,292.0
000710.XSHE,000710,天兴仪表,TXYB,XSHE,E,L,1997-04-22,CNY,CNE000000PN7,293.0
000711.XSHE,000711,*ST京蓝,*STJL,XSHE,E,L,1997-04-11,CNY,CNE0000006Q5,294.0
000712.XSHE,000712,锦龙股份,JLGF,XSHE,E,L,1997-04-15,CNY,CNE000000PJ5,295.0
000713.XSHE,000713,丰乐种业,FLZY,XSHE,E,L,1997-04-22,CNY,CNE000000PQ0,296.0
000715.XSHE,000715,中兴商业,ZXSY,XSHE,E,L,1997-05-08,CNY,CNE000000PS6,297.0
000716.XSHE,000716,黑芝麻,HZM,XSHE,E,L,1997-04-18,CNY,CNE000000909,298.0
000717.XSHE,000717,韶钢松山,SGSS,XSHE,E,L,1997-05-08,CNY,CNE000000PW8,299.0
000718.XSHE,000718,苏宁环球,SNHQ,XSHE,E,L,1997-04-08,CNY,CNE0000007N0,300.0
000719.XSHE,000719,大地传媒,DDCM,XSHE,E,L,1997-03-31,CNY,CNE0000000X4,301.0
000720.XSHE,000720,新能泰山,XNTS,XSHE,E,L,1997-05-09,CNY,CNE0000007P5,302.0
000721.XSHE,000721,西安饮食,XAYS,XSHE,E,L,1997-04-30,CNY,CNE000000D81,303.0
000722.XSHE,000722,湖南发展,HNFZ,XSHE,E,L,1997-05-22,CNY,CNE0000009J4,304.0
000723.XSHE,000723,美锦能源,MJNY,XSHE,E,L,1997-05-15,CNY,CNE0000005J2,305.0
000725.XSHE,000725,京东方A,JDFA,XSHE,E,L,2001-01-12,CNY,CNE0000016L5,306.0
000726.XSHE,000726,鲁泰A,LTA,XSHE,E,L,2000-12-25,CNY,CNE000001667,307.0
000727.XSHE,000727,华东科技,HDKJ,XSHE,E,L,1997-05-20,CNY,CNE0000002J9,308.0
000728.XSHE,000728,国元证券,GYZQ,XSHE,E,L,1997-06-16,CNY,CNE000000QZ9,309.0
000729.XSHE,000729,燕京啤酒,YJPJ,XSHE,E,L,1997-07-16,CNY,CNE000000S84,310.0
000731.XSHE,000731,四川美丰,SCMF,XSHE,E,L,1997-06-17,CNY,CNE000000FV1,312.0
000732.XSHE,000732,泰禾集团,THJT,XSHE,E,L,1997-07-04,CNY,CNE0000005W5,313.0
000733.XSHE,000733,振华科技,ZHKJ,XSHE,E,L,1997-07-03,CNY,CNE000000RY0,314.0
000735.XSHE,000735,罗牛山,LNS,XSHE,E,L,1997-06-11,CNY,CNE000000CR6,315.0
000736.XSHE,000736,中房地产,ZFDC,XSHE,E,L,1997-04-25,CNY,CNE000000727,316.0
000737.XSHE,000737,南风化工,NFHG,XSHE,E,L,1997-04-28,CNY,CNE000000PR8,317.0
000738.XSHE,000738,中航动控,ZHDK,XSHE,E,L,1997-06-26,CNY,CNE000000RM5,318.0
000739.XSHE,000739,普洛药业,PLYY,XSHE,E,L,1997-05-09,CNY,CNE000000Q45,319.0
000748.XSHE,000748,长城信息,CCXX,XSHE,E,L,1997-07-04,CNY,CNE000000S35,320.0
000750.XSHE,000750,国海证券,GHZQ,XSHE,E,L,1997-07-09,CNY,CNE0000008K4,321.0
000751.XSHE,000751,锌业股份,XYGF,XSHE,E,L,1997-06-26,CNY,CNE0000004X6,322.0
000752.XSHE,000752,西藏发展,XZFZ,XSHE,E,L,1997-06-25,CNY,CNE000000RJ1,323.0
000753.XSHE,000753,漳州发展,ZZFZ,XSHE,E,L,1997-06-26,CNY,CNE000000RR4,324.0
000755.XSHE,000755,山西三维,SXSW,XSHE,E,L,1997-06-27,CNY,CNE000000S43,325.0
000756.XSHE,000756,新华制药,XHZY,XSHE,E,L,1997-08-06,CNY,CNE000000BG1,326.0
000757.XSHE,000757,浩物股份,HWGF,XSHE,E,L,1997-06-27,CNY,CNE000000RV6,327.0
000758.XSHE,000758,中色股份,ZSGF,XSHE,E,L,1997-04-16,CNY,CNE000000PK3,328.0
000759.XSHE,000759,中百集团,ZBJT,XSHE,E,L,1997-05-19,CNY,CNE000000180,329.0
000760.XSHE,000760,斯太尔,STE,XSHE,E,L,1997-06-27,CNY,CNE000000099,330.0
000761.XSHE,000761,本钢板材,BGBC,XSHE,E,L,1998-01-15,CNY,CNE000000TX8,331.0
000762.XSHE,000762,西藏矿业,XZKY,XSHE,E,L,1997-07-08,CNY,CNE000000S27,332.0
000766.XSHE,000766,通化金马,THJM,XSHE,E,L,1997-04-30,CNY,CNE000000735,335.0
000767.XSHE,000767,漳泽电力,ZZDL,XSHE,E,L,1997-06-09,CNY,CNE000000776,336.0
000768.XSHE,000768,中航飞机,ZHFJ,XSHE,E,L,1997-06-26,CNY,CNE000000RF9,337.0
000776.XSHE,000776,广发证券,GFZQ,XSHE,E,L,1997-06-11,CNY,CNE0000008L2,339.0
000777.XSHE,000777,中核科技,ZHKJ,XSHE,E,L,1997-07-10,CNY,CNE000000RW4,340.0
000778.XSHE,000778,新兴铸管,XXZG,XSHE,E,L,1997-06-06,CNY,CNE000000QG9,341.0
000779.XSHE,000779,三毛派神,SMPS,XSHE,E,L,1997-05-28,CNY,CNE000000QL9,342.0
000780.XSHE,000780,平庄能源,PZNY,XSHE,E,L,1997-06-06,CNY,CNE000000859,343.0
000782.XSHE,000782,美达股份,MDGF,XSHE,E,L,1997-06-19,CNY,CNE0000002K7,344.0
000783.XSHE,000783,长江证券,CJZQ,XSHE,E,L,1997-07-31,CNY,CNE000000SH3,345.0
000785.XSHE,000785,武汉中商,WHZS,XSHE,E,L,1997-07-11,CNY,CNE0000001N3,346.0
000786.XSHE,000786,北新建材,BXJC,XSHE,E,L,1997-06-06,CNY,CNE000000QS4,347.0
000788.XSHE,000788,北大医药,BDYY,XSHE,E,L,1997-06-16,CNY,CNE0000008M0,349.0
000789.XSHE,000789,万年青,JXSN,XSHE,E,L,1997-09-23,CNY,CNE000000SZ5,350.0
000790.XSHE,000790,华神集团,HSJT,XSHE,E,L,1998-03-27,CNY,CNE0000001H5,351.0
000791.XSHE,000791,甘肃电投,GSDT,XSHE,E,L,1997-10-14,CNY,CNE000000T42,352.0
000792.XSHE,000792,盐湖股份,YHGF,XSHE,E,L,1997-09-04,CNY,CNE000000SW2,353.0
000793.XSHE,000793,华闻传媒,HWCM,XSHE,E,L,1997-07-29,CNY,CNE0000002L5,354.0
000795.XSHE,000795,太原刚玉,TYGY,XSHE,E,L,1997-08-08,CNY,CNE000000SL5,355.0
000796.XSHE,000796,凯撒旅游,KSLY,XSHE,E,L,1997-07-03,CNY,CNE000000S50,356.0
000797.XSHE,000797,中国武夷,ZGWY,XSHE,E,L,1997-07-15,CNY,CNE000000SD2,357.0
000798.XSHE,000798,中水渔业,ZSYY,XSHE,E,L,1998-02-12,CNY,CNE000000V30,358.0
000799.XSHE,000799,*ST酒鬼,*STJG,XSHE,E,L,1997-07-18,CNY,CNE000000S92,359.0
000800.XSHE,000800,一汽轿车,YQJC,XSHE,E,L,1997-06-18,CNY,CNE000000R85,360.0
000801.XSHE,000801,四川九洲,SCJZ,XSHE,E,L,1998-05-06,CNY,CNE0000000B0,361.0
000802.XSHE,000802,北京文化,BJLY,XSHE,E,L,1998-01-08,CNY,CNE000000TW0,362.0
000803.XSHE,000803,金宇车城,JYCC,XSHE,E,L,1998-03-03,CNY,CNE0000000G9,363.0
000806.XSHE,000806,银河生物,YHSW,XSHE,E,L,1998-04-16,CNY,CNE0000009R7,365.0
000807.XSHE,000807,云铝股份,YLGF,XSHE,E,L,1998-04-08,CNY,CNE000000VG9,366.0
000809.XSHE,000809,铁岭新城,TLXC,XSHE,E,L,1998-06-16,CNY,CNE0000000Z9,367.0
000810.XSHE,000810,创维数字,CWSZ,XSHE,E,L,1998-06-02,CNY,CNE0000000L9,368.0
000811.XSHE,000811,烟台冰轮,YTBL,XSHE,E,L,1998-05-28,CNY,CNE0000000S4,369.0
000812.XSHE,000812,陕西金叶,SXJY,XSHE,E,L,1998-06-23,CNY,CNE0000006R3,370.0
000813.XSHE,000813,天山纺织,TSFZ,XSHE,E,L,1998-05-19,CNY,CNE000000VV8,371.0
000815.XSHE,000815,*ST美利,*STML,XSHE,E,L,1998-06-09,CNY,CNE000000W54,372.0
000816.XSHE,000816,智慧农业,ZHNY,XSHE,E,L,1997-08-18,CNY,CNE000000SR2,373.0
000818.XSHE,000818,方大化工,FDHG,XSHE,E,L,1997-10-17,CNY,CNE000000T67,375.0
000819.XSHE,000819,岳阳兴长,YYXC,XSHE,E,L,1997-06-25,CNY,CNE0000006C5,376.0
000820.XSHE,000820,金城股份,JCGF,XSHE,E,L,1998-06-30,CNY,CNE0000007Q3,377.0
000821.XSHE,000821,京山轻机,JSQJ,XSHE,E,L,1998-06-26,CNY,CNE000000743,378.0
000822.XSHE,000822,山东海化,SDHH,XSHE,E,L,1998-07-03,CNY,CNE000000WH5,379.0
000823.XSHE,000823,超声电子,CSDZ,XSHE,E,L,1997-10-08,CNY,CNE000000T26,380.0
000825.XSHE,000825,太钢不锈,TGBX,XSHE,E,L,1998-10-21,CNY,CNE000000WM5,381.0
000826.XSHE,000826,启迪桑德,QDSD,XSHE,E,L,1998-02-25,CNY,CNE000000BX6,382.0
000828.XSHE,000828,东莞控股,DGKG,XSHE,E,L,1997-06-17,CNY,CNE000000R02,384.0
000829.XSHE,000829,天音控股,TYKG,XSHE,E,L,1997-12-02,CNY,CNE000000TM1,385.0
000830.XSHE,000830,鲁西化工,LXHG,XSHE,E,L,1998-08-07,CNY,CNE000000WN3,386.0
000831.XSHE,000831,五矿稀土,WKXT,XSHE,E,L,1998-09-11,CNY,CNE000000WS2,387.0
000833.XSHE,000833,贵糖股份,GTGF,XSHE,E,L,1998-11-11,CNY,CNE000000XC4,389.0
000835.XSHE,000835,长城动漫,CCDM,XSHE,E,L,1999-06-25,CNY,CNE000000WW4,390.0
000836.XSHE,000836,鑫茂科技,XMKJ,XSHE,E,L,1997-09-29,CNY,CNE000000T34,391.0
000837.XSHE,000837,秦川机床,QCJC,XSHE,E,L,1998-09-28,CNY,CNE000000WX2,392.0
000838.XSHE,000838,财信发展,CXFZ,XSHE,E,L,1997-06-26,CNY,CNE0000007R1,393.0
000839.XSHE,000839,中信国安,ZXGA,XSHE,E,L,1997-10-31,CNY,CNE000000TD0,394.0
000848.XSHE,000848,承德露露,CDLL,XSHE,E,L,1997-11-13,CNY,CNE000000TG3,395.0
000850.XSHE,000850,华茂股份,HMGF,XSHE,E,L,1998-10-07,CNY,CNE000000X20,396.0
000851.XSHE,000851,高鸿股份,GHGF,XSHE,E,L,1998-06-09,CNY,CNE0000009Q9,397.0
000852.XSHE,000852,石化机械,SHJX,XSHE,E,L,1998-11-26,CNY,CNE000000XK7,398.0
000856.XSHE,000856,冀东装备,JDZB,XSHE,E,L,1998-08-13,CNY,CNE000000WJ1,399.0
000858.XSHE,000858,五粮液,WLY,XSHE,E,L,1998-04-27,CNY,CNE000000VQ8,400.0
000859.XSHE,000859,国风塑业,GFSY,XSHE,E,L,1998-11-19,CNY,CNE000000XF7,401.0
000860.XSHE,000860,顺鑫农业,SXNY,XSHE,E,L,1998-11-04,CNY,CNE000000XH3,402.0
000861.XSHE,000861,海印股份,HYGF,XSHE,E,L,1998-10-28,CNY,CNE000000X46,403.0
000862.XSHE,000862,银星能源,YXNY,XSHE,E,L,1998-09-15,CNY,CNE000000WZ7,404.0
000863.XSHE,000863,三湘股份,SXGF,XSHE,E,L,1997-09-25,CNY,CNE000000T00,405.0
000868.XSHE,000868,安凯客车,AKKC,XSHE,E,L,1997-07-25,CNY,CNE000000SG5,407.0
000869.XSHE,000869,张裕A,ZYA,XSHE,E,L,2000-10-26,CNY,CNE000001568,408.0
000875.XSHE,000875,吉电股份,JDGF,XSHE,E,L,2002-09-26,CNY,CNE000001CR4,409.0
000876.XSHE,000876,新希望,XXW,XSHE,E,L,1998-03-11,CNY,CNE000000VB0,410.0
000877.XSHE,000877,天山股份,TSGF,XSHE,E,L,1999-01-07,CNY,CNE000000XV4,411.0
000878.XSHE,000878,云南铜业,YNTY,XSHE,E,L,1998-06-02,CNY,CNE000000W13,412.0
000880.XSHE,000880,潍柴重机,WCZJ,XSHE,E,L,1998-04-02,CNY,CNE0000007S9,413.0
000881.XSHE,000881,大连国际,DLGJ,XSHE,E,L,1998-09-02,CNY,CNE000000842,414.0
000882.XSHE,000882,华联股份,HLGF,XSHE,E,L,1998-06-16,CNY,CNE000000W70,415.0
000883.XSHE,000883,湖北能源,HBNY,XSHE,E,L,1998-05-19,CNY,CNE000000750,416.0
000885.XSHE,000885,同力水泥,TLSN,XSHE,E,L,1999-03-19,CNY,CNE000000Y45,417.0
000886.XSHE,000886,海南高速,HNGS,XSHE,E,L,1998-01-23,CNY,CNE000000V48,418.0
000887.XSHE,000887,中鼎股份,ZDGF,XSHE,E,L,1998-12-03,CNY,CNE000000XP6,419.0
000888.XSHE,000888,峨眉山A,EMSA,XSHE,E,L,1997-10-21,CNY,CNE000000T91,420.0
000889.XSHE,000889,茂业通信,MYTX,XSHE,E,L,1997-12-18,CNY,CNE000000TT6,421.0
000890.XSHE,000890,法尔胜,FES,XSHE,E,L,1999-01-19,CNY,CNE0000007T7,422.0
000892.XSHE,000892,*ST星美,*STXM,XSHE,E,L,1999-01-15,CNY,CNE000000XX0,423.0
000893.XSHE,000893,东凌粮油,DLLY,XSHE,E,L,1998-12-24,CNY,CNE000000XS0,424.0
000895.XSHE,000895,双汇发展,SHFZ,XSHE,E,L,1998-12-10,CNY,CNE000000XM3,425.0
000897.XSHE,000897,津滨发展,JBFZ,XSHE,E,L,1999-04-22,CNY,CNE000000Y60,427.0
000898.XSHE,000898,鞍钢股份,AGGF,XSHE,E,L,1997-12-25,CNY,CNE000000SQ4,428.0
000899.XSHE,000899,赣能股份,GNGF,XSHE,E,L,1997-11-26,CNY,CNE000000TP4,429.0
000900.XSHE,000900,现代投资,XDTZ,XSHE,E,L,1999-01-28,CNY,CNE000000925,430.0
000901.XSHE,000901,航天科技,HTKJ,XSHE,E,L,1999-04-01,CNY,CNE000000Y86,431.0
000902.XSHE,000902,新洋丰,XYF,XSHE,E,L,1999-04-08,CNY,CNE000000YG3,432.0
000903.XSHE,000903,云内动力,YNDL,XSHE,E,L,1999-04-15,CNY,CNE000000YJ7,433.0
000905.XSHE,000905,厦门港务,XMGW,XSHE,E,L,1999-04-29,CNY,CNE000000YL3,434.0
000906.XSHE,000906,物产中拓,WCZT,XSHE,E,L,1999-07-07,CNY,CNE000000YS8,435.0
000908.XSHE,000908,景峰医药,JFYY,XSHE,E,L,1999-02-03,CNY,CNE000000Y11,436.0
000909.XSHE,000909,数源科技,SYKJ,XSHE,E,L,1999-05-07,CNY,CNE000000YN9,437.0
000910.XSHE,000910,大亚科技,DYKJ,XSHE,E,L,1999-06-30,CNY,CNE000000YV2,438.0
000911.XSHE,000911,南宁糖业,NNTY,XSHE,E,L,1999-05-27,CNY,CNE000000YX8,439.0
000912.XSHE,000912,*ST天化,*STTH,XSHE,E,L,1999-06-03,CNY,CNE000000Z02,440.0
000913.XSHE,000913,钱江摩托,QJMT,XSHE,E,L,1999-05-14,CNY,CNE000000YQ2,441.0
000915.XSHE,000915,山大华特,SDHT,XSHE,E,L,1999-06-09,CNY,CNE000000Z28,442.0
000916.XSHE,000916,华北高速,HBGS,XSHE,E,L,1999-09-27,CNY,CNE000000ZX5,443.0
000917.XSHE,000917,电广传媒,DGCM,XSHE,E,L,1999-03-25,CNY,CNE000000YB4,444.0
000918.XSHE,000918,嘉凯城,JKC,XSHE,E,L,1999-07-20,CNY,CNE000000ZM8,445.0
000919.XSHE,000919,金陵药业,JLYY,XSHE,E,L,1999-11-18,CNY,CNE0000010W5,446.0
000920.XSHE,000920,南方汇通,NFHT,XSHE,E,L,1999-06-16,CNY,CNE000000Z51,447.0
000921.XSHE,000921,海信科龙,HXKL,XSHE,E,L,1999-07-13,CNY,CNE000000LC9,448.0
000922.XSHE,000922,佳电股份,JDGF,XSHE,E,L,1999-06-18,CNY,CNE0000007V3,449.0
000923.XSHE,000923,河北宣工,HBXG,XSHE,E,L,1999-07-14,CNY,CNE000000ZK2,450.0
000925.XSHE,000925,众合科技,ZHKJ,XSHE,E,L,1999-06-11,CNY,CNE000000Z93,451.0
000926.XSHE,000926,福星股份,FXGF,XSHE,E,L,1999-06-18,CNY,CNE000000ZG0,452.0
000927.XSHE,000927,*ST夏利,*STXL,XSHE,E,L,1999-07-27,CNY,CNE000000ZV9,453.0
000928.XSHE,000928,中钢国际,ZGGJ,XSHE,E,L,1999-03-12,CNY,CNE0000007W1,454.0
000929.XSHE,000929,兰州黄河,LZHH,XSHE,E,L,1999-06-23,CNY,CNE000000ZD7,455.0
000930.XSHE,000930,中粮生化,ZLSH,XSHE,E,L,1999-07-12,CNY,CNE000000ZR7,456.0
000931.XSHE,000931,中关村,ZGC,XSHE,E,L,1999-07-12,CNY,CNE000001030,457.0
000932.XSHE,000932,华菱钢铁,HLGT,XSHE,E,L,1999-08-03,CNY,CNE000001006,458.0
000933.XSHE,000933,神火股份,SHGF,XSHE,E,L,1999-08-31,CNY,CNE000001097,459.0
000935.XSHE,000935,四川双马,SCSM,XSHE,E,L,1999-08-24,CNY,CNE000001048,460.0
000936.XSHE,000936,华西股份,HXGF,XSHE,E,L,1999-08-10,CNY,CNE000001063,461.0
000937.XSHE,000937,冀中能源,JZNY,XSHE,E,L,1999-09-09,CNY,CNE0000010H6,462.0
000938.XSHE,000938,紫光股份,ZGGF,XSHE,E,L,1999-11-04,CNY,CNE0000010T1,463.0
000939.XSHE,000939,凯迪生态,KDST,XSHE,E,L,1999-09-23,CNY,CNE000001089,464.0
000948.XSHE,000948,南天信息,NTXX,XSHE,E,L,1999-10-14,CNY,CNE0000010M6,465.0
000949.XSHE,000949,新乡化纤,XXHX,XSHE,E,L,1999-10-21,CNY,CNE0000010N4,466.0
000950.XSHE,000950,建峰化工,JFHG,XSHE,E,L,1999-09-16,CNY,CNE0000010K0,467.0
000951.XSHE,000951,中国重汽,ZGZQ,XSHE,E,L,1999-11-25,CNY,CNE0000010Y1,468.0
000952.XSHE,000952,广济药业,GJYY,XSHE,E,L,1999-11-12,CNY,CNE0000010R5,469.0
000953.XSHE,000953,河池化工,HCHG,XSHE,E,L,1999-12-02,CNY,CNE000001105,470.0
000955.XSHE,000955,欣龙控股,XLKG,XSHE,E,L,1999-12-09,CNY,CNE000001121,471.0
000957.XSHE,000957,中通客车,ZTKC,XSHE,E,L,2000-01-13,CNY,CNE000001188,473.0
000958.XSHE,000958,东方能源,DFNY,XSHE,E,L,1999-12-23,CNY,CNE000001154,474.0
000959.XSHE,000959,首钢股份,SGGF,XSHE,E,L,1999-12-16,CNY,CNE000001196,475.0
000960.XSHE,000960,锡业股份,XYGF,XSHE,E,L,2000-02-21,CNY,CNE0000011D3,476.0
000961.XSHE,000961,中南建设,ZNJS,XSHE,E,L,2000-03-01,CNY,CNE0000011P7,477.0
000962.XSHE,000962,东方钽业,DFTY,XSHE,E,L,2000-01-20,CNY,CNE0000011N2,478.0
000963.XSHE,000963,华东医药,HDYY,XSHE,E,L,2000-01-27,CNY,CNE0000011S1,479.0
000965.XSHE,000965,天保基建,TBJJ,XSHE,E,L,2000-04-06,CNY,CNE000001212,480.0
000966.XSHE,000966,长源电力,CYDL,XSHE,E,L,2000-03-16,CNY,CNE0000011X1,481.0
000967.XSHE,000967,上风高科,SFGK,XSHE,E,L,2000-03-30,CNY,CNE0000011Z6,482.0
000968.XSHE,000968,煤气化,MQH,XSHE,E,L,2000-06-22,CNY,CNE0000012V3,483.0
000969.XSHE,000969,安泰科技,ATKJ,XSHE,E,L,2000-05-29,CNY,CNE0000012X9,484.0
000970.XSHE,000970,中科三环,ZKSH,XSHE,E,L,2000-04-20,CNY,CNE000001261,485.0
000971.XSHE,000971,高升控股,GSKG,XSHE,E,L,2000-04-27,CNY,CNE000001287,486.0
000972.XSHE,000972,新中基,XZJ,XSHE,E,L,2000-09-26,CNY,CNE0000012C3,487.0
000973.XSHE,000973,佛塑科技,FSKJ,XSHE,E,L,2000-05-25,CNY,CNE0000012F6,488.0
000975.XSHE,000975,银泰资源,YTZY,XSHE,E,L,2000-06-08,CNY,CNE0000012L4,489.0
000976.XSHE,000976,*ST春晖,*STCH,XSHE,E,L,2000-06-01,CNY,CNE0000012S9,490.0
000977.XSHE,000977,浪潮信息,LCXX,XSHE,E,L,2000-06-08,CNY,CNE0000012M2,491.0
000978.XSHE,000978,桂林旅游,GLLY,XSHE,E,L,2000-05-18,CNY,CNE0000012H2,492.0
000979.XSHE,000979,中弘股份,ZHGF,XSHE,E,L,2000-06-16,CNY,CNE0000012Y7,493.0
000980.XSHE,000980,金马股份,JMGF,XSHE,E,L,2000-06-16,CNY,CNE000001337,494.0
000981.XSHE,000981,银亿股份,YYGF,XSHE,E,L,2000-06-22,CNY,CNE000001352,495.0
000982.XSHE,000982,中银绒业,ZYRY,XSHE,E,L,2000-07-06,CNY,CNE0000013C1,496.0
000983.XSHE,000983,西山煤电,XSMD,XSHE,E,L,2000-07-26,CNY,CNE0000013Y5,497.0
000985.XSHE,000985,大庆华科,DQHK,XSHE,E,L,2000-07-26,CNY,CNE000001402,498.0
000987.XSHE,000987,广州友谊,GZYY,XSHE,E,L,2000-07-18,CNY,CNE0000013M0,499.0
000988.XSHE,000988,华工科技,HGKJ,XSHE,E,L,2000-06-08,CNY,CNE000001303,500.0
000989.XSHE,000989,九芝堂,JZT,XSHE,E,L,2000-06-28,CNY,CNE000001394,501.0
000990.XSHE,000990,诚志股份,CZGF,XSHE,E,L,2000-07-06,CNY,CNE0000013G2,502.0
000993.XSHE,000993,闽东电力,MDDL,XSHE,E,L,2000-07-31,CNY,CNE000001469,504.0
000995.XSHE,000995,*ST皇台,*STHT,XSHE,E,L,2000-08-07,CNY,CNE000001477,505.0
000996.XSHE,000996,中国中期,ZGZQ,XSHE,E,L,2000-07-18,CNY,CNE0000013R9,506.0
000997.XSHE,000997,新大陆,XDL,XSHE,E,L,2000-08-07,CNY,CNE0000014B1,507.0
000998.XSHE,000998,隆平高科,LPGK,XSHE,E,L,2000-12-11,CNY,CNE000001360,508.0
000999.XSHE,000999,华润三九,HRSJ,XSHE,E,L,2000-03-09,CNY,CNE0000011K8,509.0
001696.XSHE,001696,宗申动力,ZSDL,XSHE,E,L,1997-03-06,CNY,CNE000000107,281.0
001896.XSHE,001896,豫能控股,YNKG,XSHE,E,L,1998-01-22,CNY,CNE000000TZ3,426.0
002001.XSHE,002001,新和成,XHC,XSHE,E,L,2004-06-25,CNY,CNE000001J84,510.0
002002.XSHE,002002,鸿达兴业,HDXY,XSHE,E,L,2004-06-25,CNY,CNE000001JF4,1613.0
002003.XSHE,002003,伟星股份,WXGF,XSHE,E,L,2004-06-25,CNY,CNE000001JH0,1614.0
002004.XSHE,002004,华邦健康,HBJK,XSHE,E,L,2004-06-25,CNY,CNE000001JJ6,1615.0
002005.XSHE,002005,德豪润达,DHRD,XSHE,E,L,2004-06-25,CNY,CNE000001JK4,1616.0
002006.XSHE,002006,精功科技,JGKJ,XSHE,E,L,2004-06-25,CNY,CNE000001JL2,1617.0
002007.XSHE,002007,华兰生物,HLSW,XSHE,E,L,2004-06-25,CNY,CNE000001JN8,1618.0
002008.XSHE,002008,大族激光,DZJG,XSHE,E,L,2004-06-25,CNY,CNE000001JQ1,1619.0
002009.XSHE,002009,天奇股份,TQGF,XSHE,E,L,2004-06-29,CNY,CNE000001JR9,1620.0
002010.XSHE,002010,传化股份,CHGF,XSHE,E,L,2004-06-29,CNY,CNE000001JS7,1621.0
002011.XSHE,002011,盾安环境,DAHJ,XSHE,E,L,2004-07-05,CNY,CNE000001JT5,1622.0
002012.XSHE,002012,凯恩股份,KEGF,XSHE,E,L,2004-07-05,CNY,CNE000001JW9,1623.0
002013.XSHE,002013,中航机电,ZHJD,XSHE,E,L,2004-07-05,CNY,CNE000001JY5,1624.0
002014.XSHE,002014,永新股份,YXGF,XSHE,E,L,2004-07-08,CNY,CNE000001JZ2,1625.0
002015.XSHE,002015,*ST霞客,*STXK,XSHE,E,L,2004-07-08,CNY,CNE000001K08,1626.0
002016.XSHE,002016,世荣兆业,SRZY,XSHE,E,L,2004-07-08,CNY,CNE000001K16,1627.0
002017.XSHE,002017,东信和平,DXHP,XSHE,E,L,2004-07-13,CNY,CNE000001K32,1612.0
002018.XSHE,002018,华信国际,HXHG,XSHE,E,L,2004-07-13,CNY,CNE000001K57,1628.0
002019.XSHE,002019,亿帆鑫富,XFYY,XSHE,E,L,2004-07-13,CNY,CNE000001K65,1629.0
002020.XSHE,002020,京新药业,JXYY,XSHE,E,L,2004-07-15,CNY,CNE000001K73,1630.0
002021.XSHE,002021,中捷资源,ZJGF,XSHE,E,L,2004-07-15,CNY,CNE000001K81,1631.0
002022.XSHE,002022,科华生物,KHSW,XSHE,E,L,2004-07-21,CNY,CNE000001KC9,1632.0
002023.XSHE,002023,海特高新,HTGX,XSHE,E,L,2004-07-21,CNY,CNE000001KD7,1633.0
002024.XSHE,002024,苏宁云商,SNYS,XSHE,E,L,2004-07-21,CNY,CNE000001KF2,1634.0
002025.XSHE,002025,航天电器,HTDQ,XSHE,E,L,2004-07-26,CNY,CNE000001KG0,1635.0
002026.XSHE,002026,山东威达,SDWD,XSHE,E,L,2004-07-27,CNY,CNE000001KH8,1636.0
002027.XSHE,002027,七喜控股,QXKG,XSHE,E,L,2004-08-04,CNY,CNE000001KK2,1637.0
002028.XSHE,002028,思源电气,SYDQ,XSHE,E,L,2004-08-05,CNY,CNE000001KM8,1638.0
002029.XSHE,002029,七匹狼,QPL,XSHE,E,L,2004-08-06,CNY,CNE000001KN6,1639.0
002030.XSHE,002030,达安基因,DAJY,XSHE,E,L,2004-08-09,CNY,CNE000001KP1,1640.0
002031.XSHE,002031,巨轮智能,JLZN,XSHE,E,L,2004-08-16,CNY,CNE000001KR7,1641.0
002032.XSHE,002032,苏泊尔,SBE,XSHE,E,L,2004-08-17,CNY,CNE000001KS5,1642.0
002033.XSHE,002033,丽江旅游,LJLY,XSHE,E,L,2004-08-25,CNY,CNE000001KV9,1643.0
002034.XSHE,002034,美欣达,MXD,XSHE,E,L,2004-08-26,CNY,CNE000001KW7,1644.0
002035.XSHE,002035,华帝股份,HDGF,XSHE,E,L,2004-09-01,CNY,CNE000001KY3,1645.0
002036.XSHE,002036,汉麻产业,YKKJ,XSHE,E,L,2004-09-03,CNY,CNE000001L07,1646.0
002037.XSHE,002037,久联发展,JLFZ,XSHE,E,L,2004-09-08,CNY,CNE000001L15,1647.0
002038.XSHE,002038,双鹭药业,SLYY,XSHE,E,L,2004-09-09,CNY,CNE000001L31,1648.0
002039.XSHE,002039,黔源电力,QYDL,XSHE,E,L,2005-03-03,CNY,CNE000001LK0,1747.0
002040.XSHE,002040,南京港,NJG,XSHE,E,L,2005-03-25,CNY,CNE000001LN4,1754.0
002041.XSHE,002041,登海种业,DHZY,XSHE,E,L,2005-04-18,CNY,CNE000001LQ7,1770.0
002042.XSHE,002042,华孚色纺,HFSF,XSHE,E,L,2005-04-27,CNY,CNE000001LR5,1782.0
002043.XSHE,002043,兔宝宝,TBB,XSHE,E,L,2005-05-10,CNY,CNE000001LT1,1783.0
